PS,GeneID,gamete,S1,S2,S3,S4,S4.5,S5,matSP
2,dis_TRINITY_DN19235_c0_g1,40.992837,31.636107,34.748021,41.066729,36.449853,30.509267,28.297212000000002,55.8173125
3,dis_TRINITY_DN19241_c0_g1,16.181494999999998,47.13679,47.143044,34.202121,52.458326,36.338715,29.1239775,21.9385245
1,dis_TRINITY_DN19248_c0_g1,0.2779065,14.307211,5.335901,30.378839499999998,48.172296,27.540635,41.040766,16.4866345
1,dis_TRINITY_DN19261_c0_g2,326.9391225,393.251341,231.776644,251.223233,217.552184,216.049732,200.467401,228.975607
2,dis_TRINITY_DN19266_c0_g1,183.1316165,233.813968,332.061691,290.6054865,235.565661,258.94594,144.75700849999998,140.4489125
8,dis_TRINITY_DN19267_c0_g1,14.073374000000001,15.432438,11.323571,15.274793,14.082271,12.588334,11.939463,8.1784635
7,dis_TRINITY_DN19267_c0_g2,1.168725,2.209645,3.827704,1.6712985,1.235002,1.032219,0.9464935,0.2682565
8,dis_TRINITY_DN19269_c0_g1,32.148354,59.885262,56.028149,29.5745285,27.766072,20.364785,18.594064500000002,15.459317
8,dis_TRINITY_DN19273_c0_g1,2.478373,11.104692,13.73405,3.820651,3.436321,2.326515,3.292392,2.4461315
7,dis_TRINITY_DN19275_c0_g1,1238.876905,419.880639,535.628413,252.5966965,311.021535,245.883532,328.080171,576.6978750000001
1,dis_TRINITY_DN19282_c0_g2,17.831067,12.744758,14.772933,29.4532245,35.329608,26.820783,20.4696175,19.6923085
8,dis_TRINITY_DN19286_c0_g6,2.3186305,17.72129,21.662471,9.662582,5.890353,3.775367,4.8519155000000005,3.2297335
6,dis_TRINITY_DN19287_c0_g2,8.6258725,5.960727,3.666571,8.2634935,8.217768,7.98695,5.040973,9.2990175
1,dis_TRINITY_DN193_c0_g2,30.540709,20.467662,25.212494,29.967866,14.184135,10.856871,16.021554,16.710259
1,dis_TRINITY_DN19304_c0_g1,799.716024,194.672684,112.659414,167.34096,278.301835,287.257543,172.19724200000002,222.6227525
8,dis_TRINITY_DN1931_c0_g2,11.5490815,19.882793,23.518254,37.9690935,64.779603,53.045967,42.3851455,29.429613
8,dis_TRINITY_DN1931_c0_g3,1.2643335,4.378756,5.610432,3.8837455,2.94896,1.867558,2.4056445,2.2625705
1,dis_TRINITY_DN1931_c0_g4,1.5680685,2.542716,6.31065,4.3092334999999995,2.193952,0.675811,2.249283,1.1369055
1,dis_TRINITY_DN19310_c0_g1,53.734531,45.20264,13.593654,18.1557545,21.565169,26.978204,31.191235499999998,52.5372045
8,dis_TRINITY_DN19313_c0_g1,10.8722755,15.076479,9.432791,26.720650999999997,18.101694,14.268353,14.495682,23.728717500000002
1,dis_TRINITY_DN19316_c0_g5,603.24485,257.288728,155.543757,352.4937835,216.725992,169.68134,249.293675,275.1201775
1,dis_TRINITY_DN19319_c0_g1,29.6410195,19.942284,41.658797,18.54011,14.913678,9.556236,13.673505500000001,10.067754
1,dis_TRINITY_DN1933_c0_g1,5.037093,8.834628,4.241688,15.6345595,15.452763,12.672544,12.271373,12.5183915
6,dis_TRINITY_DN19330_c0_g1,226.50640249999998,0.573948,0.3792,0,0.041308,0.044284,0.105869,0
1,dis_TRINITY_DN19333_c0_g1,8.846394,1.364475,0.956622,0.3681395,0.221428,0.127613,0.614414,0.547931
1,dis_TRINITY_DN19345_c0_g1,146.510478,81.78048,95.950055,128.6569665,156.578092,161.884698,119.750516,165.94992
8,dis_TRINITY_DN1935_c0_g1,1.375097,2.86424,1.779622,14.105140500000001,9.398004,6.503089,12.996246,12.3065835
7,dis_TRINITY_DN19353_c0_g1,25.555433,53.430889,81.468534,55.812584,66.961671,83.819883,84.00174150000001,61.0887775
1,dis_TRINITY_DN19356_c1_g1,235.985414,341.523734,316.694517,322.8776445,274.355967,348.724137,219.150827,292.429979
8,dis_TRINITY_DN19364_c0_g1,76.8811685,65.667063,60.811212,54.30692500000001,51.513407,46.419119,40.7571735,65.1281475
8,dis_TRINITY_DN19370_c0_g1,10.5621025,25.753501,43.890762,29.8236205,24.694994,22.743713,21.315743,9.7100945
8,dis_TRINITY_DN19379_c0_g1,2.483893,60.323089,70.647331,49.057564,35.586616,24.095535,28.0205865,25.147447
1,dis_TRINITY_DN19383_c1_g1,146.55478449999998,199.991606,336.017137,101.6310175,127.382754,143.045457,63.1949985,31.4169015
1,dis_TRINITY_DN1939_c0_g1,128.055295,300.705454,346.195831,205.3783055,394.913678,235.938598,178.1153235,78.121061
8,dis_TRINITY_DN194_c0_g1,28.390472,39.389592,32.831651,12.4964565,9.180438,7.26791,2.6632255000000002,1.6342374999999998
2,dis_TRINITY_DN19405_c0_g1,20.418461500000003,26.470911,27.322351,41.394701999999995,26.808312,14.715456,26.7775825,32.079885000000004
8,dis_TRINITY_DN19405_c0_g2,9.0749805,65.577319,36.625019,23.837512500000003,17.522049,15.591599,13.7304825,19.953145
8,dis_TRINITY_DN19407_c0_g2,61.215025,1.563658,0.990398,1.287544,1.080726,0.553844,3.8151460000000004,1.4785025
8,dis_TRINITY_DN1941_c0_g1,13.303458,22.752005,28.736813,32.7204615,45.533199,27.085441,45.582655,7.5678675
1,dis_TRINITY_DN19414_c0_g1,14.603425,11.367438,9.544897,13.269074499999999,17.977411,16.449458,13.0623925,13.4795525
1,dis_TRINITY_DN19414_c0_g2,115.597285,388.533051,196.143577,450.84388950000005,184.031598,110.979379,172.4572955,134.3440245
8,dis_TRINITY_DN1943_c0_g2,7.7295555,17.538527,17.47941,23.2820825,20.219013,13.834028,21.361412,18.959340500000003
8,dis_TRINITY_DN1943_c0_g5,38.7214295,49.665922,49.351979,52.683811000000006,53.448222,55.184905,34.9619615,26.103839
7,dis_TRINITY_DN1943_c3_g2,33.432124,30.990474,24.200667,23.501742,22.851515,18.886797,23.8193735,37.0599345
8,dis_TRINITY_DN19442_c0_g1,5.808596,41.212544,21.468884,14.337407,10.176385,8.970446,9.2584175,8.008754
8,dis_TRINITY_DN1945_c0_g1,77.9670225,31.698163,44.918093,47.3120775,38.078725,18.463393,23.738812000000003,21.244269
8,dis_TRINITY_DN19456_c0_g5,8.6829455,28.542882,43.031949,23.500980499999997,24.311658,19.899228,15.6561255,7.184369
