PS,GeneID,gamete
1,dis_TRINITY_DN10834_c0_g1,5.5089570680692965
2,dis_TRINITY_DN10835_c0_g2,-1.2320798417298813
1,dis_TRINITY_DN10837_c0_g1,10.38807141335963
8,dis_TRINITY_DN10838_c0_g1,0.17099382113533107
5,dis_TRINITY_DN10839_c0_g1,5.981223081643408
8,dis_TRINITY_DN1084_c0_g1,3.1794991257338796
1,dis_TRINITY_DN10841_c0_g1,4.017434936263173
1,dis_TRINITY_DN10843_c0_g1,6.263436419063416
8,dis_TRINITY_DN10851_c0_g1,3.405346904073737
7,dis_TRINITY_DN10854_c0_g1,0.17895800497969905
8,dis_TRINITY_DN10859_c0_g1,2.2969620998702074
8,dis_TRINITY_DN10868_c0_g1,1.1212901410677483
1,dis_TRINITY_DN10872_c0_g1,6.425783143342773
8,dis_TRINITY_DN10874_c0_g1,5.569349154820689
1,dis_TRINITY_DN10880_c0_g1,6.396385962800696
1,dis_TRINITY_DN10891_c0_g1,8.181223217211466
8,dis_TRINITY_DN10891_c0_g2,2.0783164022741354
8,dis_TRINITY_DN10894_c0_g1,5.123713230012979
1,dis_TRINITY_DN10897_c0_g1,3.2360931538584783
7,dis_TRINITY_DN1090_c0_g1,0.7194811062545834
8,dis_TRINITY_DN1090_c0_g2,4.020589266259041
8,dis_TRINITY_DN1090_c0_g4,3.6515678265409957
8,dis_TRINITY_DN10901_c1_g4,4.73858223251178
1,dis_TRINITY_DN10905_c0_g1,4.294330084691993
8,dis_TRINITY_DN10909_c0_g1,2.0350992557814185
8,dis_TRINITY_DN10910_c0_g4,2.2614268136476428
8,dis_TRINITY_DN10913_c0_g1,4.645735847137391
7,dis_TRINITY_DN10922_c0_g1,5.446546482104256
8,dis_TRINITY_DN10923_c0_g3,3.8642316994158135
8,dis_TRINITY_DN10930_c0_g1,3.3387134529619376
2,dis_TRINITY_DN1094_c0_g1,1.07998387104929
1,dis_TRINITY_DN109406_c0_g1,6.80298882543975
8,dis_TRINITY_DN109431_c0_g1,2.241227684788666
1,dis_TRINITY_DN1095_c0_g1,9.164125302218254
8,dis_TRINITY_DN10952_c0_g1,3.084370513986736
8,dis_TRINITY_DN1096_c0_g1,6.090903174436051
1,dis_TRINITY_DN10961_c0_g1,-1.3697518894372425
7,dis_TRINITY_DN109679_c0_g1,0.5197126033901776
8,dis_TRINITY_DN109699_c0_g1,-1.3191921366480646
8,dis_TRINITY_DN1097_c0_g1,2.7346696612272825
2,dis_TRINITY_DN10976_c0_g1,2.975413745748818
7,dis_TRINITY_DN109773_c0_g1,5.0893755855841665
1,dis_TRINITY_DN1098_c0_g1,4.822095296225972
1,dis_TRINITY_DN10991_c0_g1,-0.1983778286330516
8,dis_TRINITY_DN10998_c0_g1,5.560636665280234
4,dis_TRINITY_DN10998_c0_g3,3.7681398708970617
8,dis_TRINITY_DN11_c3_g4,7.254636390324456
8,dis_TRINITY_DN1100_c0_g1,3.615384520605452
1,dis_TRINITY_DN11006_c1_g3,2.8309451411593605
8,dis_TRINITY_DN1101_c0_g1,3.5305502730424245
1,dis_TRINITY_DN1101_c0_g9,0.5222213786748484
8,dis_TRINITY_DN110150_c0_g1,3.579881857223464
5,dis_TRINITY_DN1102_c0_g1,4.871655775817107
1,dis_TRINITY_DN11028_c0_g2,2.15068858188835
8,dis_TRINITY_DN11030_c0_g1,3.0831456663770584
8,dis_TRINITY_DN11034_c0_g1,5.946479183494486
8,dis_TRINITY_DN11038_c0_g1,5.254872592498582
7,dis_TRINITY_DN1105_c0_g1,2.168784413015315
1,dis_TRINITY_DN11056_c0_g1,4.363254271886735
1,dis_TRINITY_DN11059_c0_g1,4.37461866576755
8,dis_TRINITY_DN11064_c0_g1,5.520357043597895
8,dis_TRINITY_DN11067_c0_g1,4.098375017585484
8,dis_TRINITY_DN110703_c0_g1,2.4067981594482535
8,dis_TRINITY_DN11073_c0_g1,3.3482547613989855
8,dis_TRINITY_DN110755_c0_g1,0.621129499082576
8,dis_TRINITY_DN11076_c0_g1,2.0786795186298512
